GEOID,TOTAL_VOTES,DEM_VOTES,DEM_SHARE,REP_VOTES,REP_SHARE,THRD_VOTES,THRD_SHARE,PARTY_WIN,PARTY_LEAD, 
36049,13036,3823,29.33,8890,68.2,323,2.48,0,-0.39,
36051,31656,12477,39.41,18182,57.44,997,3.15,0,-0.18,
36053,34262,14805,43.21,18409,53.73,1048,3.06,0,-0.11,
36055,383501,225746,58.86,145661,37.98,12094,3.15,1,0.21,
36057,21246,7977,37.55,12745,59.99,524,2.47,0,-0.22,
36059,738369,396504,53.7,326716,44.25,15149,2.05,1,0.09,
36061,694904,603040,86.78,85185,12.26,6679,0.96,1,0.75,
36063,104123,46029,44.21,56068,53.85,2026,1.95,0,-0.1,
36065,102721,41973,40.86,57860,56.33,2888,2.81,0,-0.15,
36067,237736,138991,58.46,91715,38.58,7030,2.96,1,0.2,
36069,59841,29025,48.5,29039,48.53,1777,2.97,0,0,
36071,172539,84955,49.24,85068,49.3,2516,1.46,0,0,
36073,18314,5587,30.51,12126,66.21,601,3.28,0,-0.36,
36075,54858,21145,38.54,32142,58.59,1571,2.86,0,-0.2,
36077,28246,12975,45.94,14382,50.92,889,3.15,0,-0.05,
36079,55307,24949,45.11,29277,52.94,1081,1.95,0,-0.08,
36081,787860,569038,72.23,212665,26.99,6157,0.78,1,0.45,
36083,79962,40969,51.24,36500,45.65,2493,3.12,1,0.06,
36085,216153,90997,42.1,123320,57.05,1836,0.85,0,-0.15,
36087,150295,75802,50.44,73186,48.69,1307,0.87,1,0.02,
36089,45267,19361,42.77,24608,54.36,1298,2.87,0,-0.12,
36091,133556,68471,51.27,61305,45.9,3780,2.83,1,0.05,
36093,75381,42465,56.33,30741,40.78,2175,2.89,1,0.16,
36095,15710,5345,34.02,9903,63.04,462,2.94,0,-0.29,
36097,9766,3903,39.97,5621,57.56,242,2.48,0,-0.18,
36099,15632,6914,44.23,8329,53.28,389,2.49,0,-0.09,
36101,46516,15790,33.95,29474,63.36,1252,2.69,0,-0.29,
36103,776621,381021,49.06,381253,49.09,14347,1.85,0,0,
36105,34647,15489,44.71,18665,53.87,493,1.42,0,-0.09,
36107,25170,9634,38.28,14791,58.76,745,2.96,0,-0.2,
36109,46048,33619,73.01,11096,24.1,1333,2.89,1,0.49,
36111,98160,57970,59.06,37590,38.29,2600,2.65,1,0.21,
36113,36394,17642,48.48,17699,48.63,1053,2.89,0,0,
36115,28138,11565,41.1,15941,56.65,632,2.25,0,-0.16,
36117,45031,17456,38.76,26204,58.19,1371,3.04,0,-0.19,
36119,468773,312437,66.65,144731,30.87,11605,2.48,1,0.36,
36121,19483,5073,26.04,13898,71.33,512,2.63,0,-0.45,
36123,10791,4219,39.1,6208,57.53,364,3.37,0,-0.18,
37001,86091,38825,45.1,46056,53.5,1210,1.41,0,-0.08,
37003,20236,4145,20.48,15888,78.51,203,1,0,-0.58,
37005,6076,1486,24.46,4527,74.51,63,1.04,0,-0.5,
37007,11194,5789,51.72,5321,47.53,84,0.75,1,0.04,
37009,15814,4164,26.33,11451,72.41,199,1.26,0,-0.46,
37011,9458,2191,23.17,7172,75.83,95,1,0,-0.53,
37013,26315,9633,36.61,16437,62.46,245,0.93,0,-0.26,
37015,9815,5939,60.51,3817,38.89,59,0.6,1,0.22,
37017,17125,7326,42.78,9676,56.5,123,0.72,0,-0.14,
37019,90175,33310,36.94,55850,61.94,1015,1.13,0,-0.25,
37021,161569,96515,59.74,62412,38.63,2642,1.64,1,0.21,
37023,44602,13118,29.41,31019,69.55,465,1.04,0,-0.4,
37025,117227,52162,44.5,63237,53.94,1828,1.56,0,-0.09,
37027,42829,10245,23.92,32119,74.99,465,1.09,0,-0.51,
37029,5953,1537,25.82,4312,72.43,104,1.75,0,-0.47,
37031,42695,12093,28.32,30028,70.33,574,1.34,0,-0.42,
37033,12051,4860,40.33,7089,58.82,102,0.85,0,-0.18,
37035,83425,25689,30.79,56588,67.83,1148,1.38,0,-0.37,
37037,48599,26787,55.12,21186,43.59,626,1.29,1,0.12,
37039,16423,3583,21.82,12628,76.89,212,1.29,0,-0.55,
37041,7784,3247,41.71,4471,57.44,66,0.85,0,-0.16,
37043,6893,1699,24.65,5112,74.16,82,1.19,0,-0.5,
37045,51308,16955,33.05,33798,65.87,555,1.08,0,-0.33,
37047,26446,9446,35.72,16832,63.65,168,0.64,0,-0.28,
37049,53065,21148,39.85,31032,58.48,885,1.67,0,-0.19,
37051,147150,84469,57.4,60032,40.8,2649,1.8,1,0.17,
37053,16147,4195,25.98,11657,72.19,295,1.83,0,-0.46,
37055,24232,9936,41,13938,57.52,358,1.48,0,-0.17,
37057,88514,22636,25.57,64658,73.05,1220,1.38,0,-0.47,
37059,25311,6713,26.52,18228,72.02,370,1.46,0,-0.46,
37061,22715,8767,38.6,13793,60.72,155,0.68,0,-0.22,
37063,179914,144688,80.42,32459,18.04,2767,1.54,1,0.62,
37065,25477,16089,63.15,9206,36.13,182,0.71,1,0.27,
37067,201270,113033,56.16,85064,42.26,3173,1.58,1,0.14,
37069,37351,15879,42.51,20901,55.96,571,1.53,0,-0.13,
37071,115498,40959,35.46,73033,63.23,1506,1.3,0,-0.28,
37073,5971,2546,42.64,3367,56.39,58,0.97,0,-0.14,
37075,4665,905,19.4,3710,79.53,50,1.07,0,-0.6,
37077,31598,14565,46.09,16647,52.68,386,1.22,0,-0.07,
37079,8753,3832,43.78,4874,55.68,47,0.54,0,-0.12,
37081,284486,173086,60.84,107294,37.72,4106,1.44,1,0.23,
37083,25759,15545,60.35,10080,39.13,134,0.52,1,0.21,
37085,58293,22093,37.9,35177,60.35,1023,1.75,0,-0.22,
37087,36542,13144,35.97,22834,62.49,564,1.54,0,-0.27,
37089,68371,27211,39.8,40032,58.55,1128,1.65,0,-0.19,
37091,10634,7097,66.74,3479,32.72,58,0.55,1,0.34,
37093,21639,11804,54.55,9453,43.69,382,1.77,1,0.11,
37095,2492,1046,41.97,1418,56.9,28,1.12,0,-0.15,
37097,102371,33888,33.1,67010,65.46,1473,1.44,0,-0.32,
37099,21428,9591,44.76,11356,53,481,2.24,0,-0.08,
37101,111357,41257,37.05,68353,61.38,1747,1.57,0,-0.24,
37103,5525,2197,39.76,3280,59.37,48,0.87,0,-0.2,
37105,29008,12143,41.86,16469,56.77,396,1.37,0,-0.15,
37107,28409,13605,47.89,14590,51.36,214,0.75,0,-0.03,
37109,50217,13274,26.43,36341,72.37,602,1.2,0,-0.46,
37111,23003,5832,25.35,16883,73.39,288,1.25,0,-0.48,
37113,20743,6230,30.03,14211,68.51,302,1.46,0,-0.38,
37115,13076,4901,37.48,7979,61.02,196,1.5,0,-0.24,
37117,12540,5911,47.14,6532,52.09,97,0.77,0,-0.05,
37119,567053,378107,66.68,179211,31.6,9735,1.72,1,0.35,
37121,9041,1867,20.65,7090,78.42,84,0.93,0,-0.58,
37123,12849,4327,33.68,8411,65.46,111,0.86,0,-0.32,
37125,58339,20779,35.62,36764,63.02,796,1.36,0,-0.27,
37127,52271,25947,49.64,25827,49.41,497,0.95,1,0,
37129,131830,66138,50.17,63331,48.04,2361,1.79,1,0.02,
37131,10110,6069,60.03,3989,39.46,52,0.51,1,0.21,
37133,72235,24266,33.59,46078,63.79,1891,2.62,0,-0.3,
37135,84997,63594,74.82,20176,23.74,1227,1.44,1,0.51,
37137,7631,2713,35.55,4849,63.54,69,0.9,0,-0.28,
37139,19897,9832,49.41,9770,49.1,295,1.48,1,0,
37141,34169,11723,34.31,21956,64.26,490,1.43,0,-0.3,
37143,7484,2492,33.3,4903,65.51,89,1.19,0,-0.32,
37145,21894,8465,38.66,13184,60.22,245,1.12,0,-0.22,
37147,87573,47252,53.96,38982,44.51,1339,1.53,1,0.09,
37149,12358,4518,36.56,7689,62.22,151,1.22,0,-0.26,
37151,73316,15618,21.3,56894,77.6,804,1.1,0,-0.56,
37153,20763,8754,42.16,11830,56.98,179,0.86,0,-0.15,
37155,47188,19020,40.31,27806,58.93,362,0.77,0,-0.19,
37157,47809,15992,33.45,31301,65.47,516,1.08,0,-0.32,
37159,73408,23114,31.49,49297,67.15,997,1.36,0,-0.36,
37161,34429,9135,26.53,24891,72.3,403,1.17,0,-0.46,
37163,28618,10966,38.32,17411,60.84,241,0.84,0,-0.23,
37165,14775,7186,48.64,7473,50.58,116,0.79,0,-0.02,
37167,33939,8129,23.95,25458,75.01,352,1.04,0,-0.51,
37169,25701,5286,20.57,20142,78.37,273,1.06,0,-0.58,
37171,36638,8721,23.8,27538,75.16,379,1.03,0,-0.51,
37173,7068,2780,39.33,4161,58.87,127,1.8,0,-0.2,
37175,20404,8444,41.38,11636,57.03,324,1.59,0,-0.16,
37177,1817,758,41.72,1044,57.46,15,0.83,0,-0.16,
37179,131011,48725,37.19,80382,61.36,1904,1.45,0,-0.24,
37181,20999,12431,59.2,8391,39.96,177,0.84,1,0.19,
37183,631830,393336,62.25,226197,35.8,12297,1.95,1,0.26,
37185,10293,6400,62.18,3752,36.45,141,1.37,1,0.26,
37187,6205,3396,54.73,2781,44.82,28,0.45,1,0.1,
37189,32220,17122,53.14,14451,44.85,647,2.01,1,0.08,
37191,55537,24215,43.6,30709,55.29,613,1.1,0,-0.12,
37193,35466,7511,21.18,27592,77.8,363,1.02,0,-0.57,
37195,40735,20754,50.95,19581,48.07,400,0.98,1,0.03,
37197,19923,3763,18.89,15933,79.97,227,1.14,0,-0.61,
37199,11352,3688,32.49,7516,66.21,148,1.3,0,-0.34,
38001,1269,258,20.33,981,77.3,30,2.36,0,-0.57,
38003,5565,1820,32.7,3568,64.12,177,3.18,0,-0.31,
38005,1961,822,41.92,1094,55.79,45,2.29,0,-0.14,
38007,635,72,11.34,541,85.2,22,3.46,0,-0.74,
38009,3471,821,23.65,2575,74.19,75,2.16,0,-0.51,
38011,1657,228,13.76,1395,84.19,34,2.05,0,-0.7,
38013,1155,137,11.86,994,86.06,24,2.08,0,-0.74,
38015,50753,14348,28.27,34744,68.46,1661,3.27,0,-0.4,
38017,86053,40311,46.84,42619,49.53,3123,3.63,0,-0.03,
38019,2020,474,23.47,1499,74.21,47,2.33,0,-0.51,
38021,2424,608,25.08,1742,71.86,74,3.05,0,-0.47,
38023,1202,265,22.05,904,75.21,33,2.75,0,-0.53,
38025,2338,342,14.63,1951,83.45,45,1.92,0,-0.69,
38027,1261,383,30.37,854,67.72,24,1.9,0,-0.37,
38029,2009,237,11.8,1738,86.51,34,1.69,0,-0.75,
38031,1778,373,20.98,1362,76.6,43,2.42,0,-0.56,
38033,1026,137,13.35,871,84.89,18,1.75,0,-0.72,
38035,30970,12880,41.59,16987,54.85,1103,3.56,0,-0.13,
38037,1381,207,14.99,1145,82.91,29,2.1,0,-0.68,
38039,1250,308,24.64,907,72.56,35,2.8,0,-0.48,
38041,1312,196,14.94,1091,83.16,25,1.91,0,-0.68,
38043,1460,221,15.14,1215,83.22,24,1.64,0,-0.68,
38045,2219,527,23.75,1645,74.13,47,2.12,0,-0.5,
38047,1076,128,11.9,930,86.43,18,1.67,0,-0.75,
38049,3003,564,18.78,2364,78.72,75,2.5,0,-0.6,
38051,1455,261,17.94,1153,79.24,41,2.82,0,-0.61,
38053,5419,814,15.02,4482,82.71,123,2.27,0,-0.68,
38055,5536,1230,22.22,4198,75.83,108,1.95,0,-0.54,
38057,4675,704,15.06,3856,82.48,115,2.46,0,-0.67,
38059,16619,3872,23.3,12243,73.67,504,3.03,0,-0.5,
38061,4165,1256,30.16,2824,67.8,85,2.04,0,-0.38,
38063,1777,586,32.98,1141,64.21,50,2.81,0,-0.31,
38065,1066,129,12.1,918,86.12,19,1.78,0,-0.74,
38067,3331,786,23.6,2460,73.85,85,2.55,0,-0.5,
38069,2128,497,23.36,1585,74.48,46,2.16,0,-0.51,
38071,5372,1639,30.51,3577,66.59,156,2.9,0,-0.36,
38073,2454,945,38.51,1418,57.78,91,3.71,0,-0.19,
38075,1319,220,16.68,1065,80.74,34,2.58,0,-0.64,
38077,7812,2510,32.13,5072,64.93,230,2.94,0,-0.33,
38079,3804,2482,65.25,1257,33.04,65,1.71,1,0.32,
38081,2070,738,35.65,1266,61.16,66,3.19,0,-0.26,
38083,812,104,12.81,688,84.73,20,2.46,0,-0.72,
38085,1186,804,67.79,258,21.75,124,10.46,1,0.46,
38087,427,44,10.3,380,88.99,3,0.7,0,-0.79,
38089,15050,2499,16.6,12110,80.47,441,2.93,0,-0.64,
38091,1088,392,36.03,652,59.93,44,4.04,0,-0.24,
38093,9959,2676,26.87,6994,70.23,289,2.9,0,-0.43,
38095,1174,317,27,830,70.7,27,2.3,0,-0.44,
38097,4136,1493,36.1,2522,60.98,121,2.93,0,-0.25,
38099,4783,1333,27.87,3324,69.5,126,2.63,0,-0.42,
38101,28246,7293,25.82,19974,70.71,979,3.47,0,-0.45,
38103,2374,442,18.62,1893,79.74,39,1.64,0,-0.61,
38105,14334,2169,15.13,11739,81.9,426,2.97,0,-0.67,
39001,12145,2156,17.75,9870,81.27,119,0.98,0,-0.64,
39003,48006,14149,29.47,33116,68.98,741,1.54,0,-0.4,
39005,26405,6541,24.77,19407,73.5,457,1.73,0,-0.49,
39007,44147,16497,37.37,26890,60.91,760,1.72,0,-0.24,
39009,26059,14772,56.69,10862,41.68,425,1.63,1,0.15,
39011,25777,4651,18.04,20798,80.68,328,1.27,0,-0.63,
39013,33088,9138,27.62,23560,71.2,390,1.18,0,-0.44,
39015,21096,4380,20.76,16480,78.12,236,1.12,0,-0.57,
39017,186737,69613,37.28,114392,61.26,2732,1.46,0,-0.24,
39019,14212,3251,22.88,10745,75.61,216,1.52,0,-0.53,
39021,19972,5062,25.35,14589,73.05,321,1.61,0,-0.48,
39023,64212,24076,37.49,39032,60.79,1104,1.72,0,-0.23,
39025,110480,34092,30.86,74570,67.5,1818,1.65,0,-0.37,
39027,20527,4697,22.88,15488,75.45,342,1.67,0,-0.53,
39029,49860,13359,26.79,35726,71.65,775,1.55,0,-0.45,
39031,16739,4125,24.64,12325,73.63,289,1.73,0,-0.49,
39033,20686,4916,23.76,15436,74.62,334,1.61,0,-0.51,
39035,625670,416176,66.52,202699,32.4,6795,1.09,1,0.34,
39037,27134,4731,17.44,22004,81.09,399,1.47,0,-0.64,
39039,19381,5981,30.86,13038,67.27,362,1.87,0,-0.36,
39041,126070,57735,45.8,66356,52.63,1979,1.57,0,-0.07,
39043,40335,17493,43.37,22160,54.94,682,1.69,0,-0.12,
39045,83311,31224,37.48,50797,60.97,1290,1.55,0,-0.23,
39047,12612,2975,23.59,9473,75.11,164,1.3,0,-0.52,
39049,630577,409144,64.88,211237,33.5,10196,1.62,1,0.31,
39051,22770,6664,29.27,15731,69.09,375,1.65,0,-0.4,
39053,13799,2990,21.67,10645,77.14,164,1.19,0,-0.55,
39055,56021,21201,37.84,34143,60.95,677,1.21,0,-0.23,
39057,88643,34798,39.26,52072,58.74,1773,2,0,-0.19,
39059,18230,4577,25.11,13407,73.54,246,1.35,0,-0.48,
39061,430929,246266,57.15,177886,41.28,6777,1.57,1,0.16,
39063,38771,11757,30.32,26310,67.86,704,1.82,0,-0.38,
39065,13247,3062,23.11,9949,75.1,236,1.78,0,-0.52,
39067,7655,1768,23.1,5792,75.66,95,1.24,0,-0.53,
39069,14764,4062,27.51,10479,70.98,223,1.51,0,-0.43,
39071,19676,3799,19.31,15678,79.68,199,1.01,0,-0.6,
39073,13824,3880,28.07,9737,70.44,207,1.5,0,-0.42,
39075,12947,1994,15.4,10796,83.39,157,1.21,0,-0.68,
39077,27190,7759,28.54,18956,69.72,475,1.75,0,-0.41,
39079,14794,3311,22.38,11309,76.44,174,1.18,0,-0.54,
39081,33362,10018,30.03,22828,68.43,516,1.55,0,-0.38,
39083,31398,8589,27.36,22340,71.15,469,1.49,0,-0.44,
39085,130509,55514,42.54,73278,56.15,1717,1.32,0,-0.14,
39087,28127,7489,26.63,20306,72.19,332,1.18,0,-0.46,
39089,94210,33055,35.09,59514,63.17,1641,1.74,0,-0.28,
39091,23368,5055,21.63,17964,76.87,349,1.49,0,-0.55,
39093,157437,75667,48.06,79520,50.51,2250,1.43,0,-0.02,
39095,200623,115411,57.53,81763,40.75,3449,1.72,1,0.17,
39097,19855,5698,28.7,13835,69.68,322,1.62,0,-0.41,
39099,118966,57641,48.45,59903,50.35,1422,1.2,0,-0.02,
39101,27818,8269,29.73,19023,68.38,526,1.89,0,-0.39,
39103,105825,39800,37.61,64598,61.04,1427,1.35,0,-0.23,
39105,10951,2492,22.76,8316,75.94,143,1.31,0,-0.53,
39107,23761,4030,16.96,19452,81.87,279,1.17,0,-0.65,
39109,57972,15663,27.02,41371,71.36,938,1.62,0,-0.44,
39111,7148,1605,22.45,5463,76.43,80,1.12,0,-0.54,
39113,268505,135064,50.3,129034,48.06,4407,1.64,1,0.02,
39115,6847,1725,25.19,5041,73.62,81,1.18,0,-0.48,
39117,18457,4048,21.93,14077,76.27,332,1.8,0,-0.54,
39119,40465,11971,29.58,27867,68.87,627,1.55,0,-0.39,
39121,6343,1170,18.45,5135,80.96,38,0.6,0,-0.63,
39123,24007,9008,37.52,14628,60.93,371,1.55,0,-0.23,
39125,9467,2213,23.38,7086,74.85,168,1.77,0,-0.51,
39127,16675,4098,24.58,12357,74.1,220,1.32,0,-0.5,
39129,28271,7304,25.84,20593,72.84,374,1.32,0,-0.47,
39131,12412,3110,25.06,9157,73.78,145,1.17,0,-0.49,
39133,82872,35661,43.03,45990,55.5,1221,1.47,0,-0.12,
39135,21809,4493,20.6,17022,78.05,294,1.35,0,-0.57,
39137,19921,3195,16.04,16412,82.39,314,1.58,0,-0.66,
39139,59975,17640,29.41,41472,69.15,863,1.44,0,-0.4,
39141,33299,10557,31.7,22278,66.9,464,1.39,0,-0.35,
39143,30074,10596,35.23,18896,62.83,582,1.94,0,-0.28,
39145,32047,9080,28.33,22609,70.55,358,1.12,0,-0.42,
39147,25810,8266,32.03,17086,66.2,458,1.77,0,-0.34,
39149,25258,4465,17.68,20422,80.85,371,1.47,0,-0.63,
39151,189879,75904,39.97,111097,58.51,2878,1.52,0,-0.19,
39153,280473,151668,54.08,124833,44.51,3972,1.42,1,0.1,
39155,101001,44519,44.08,55194,54.65,1288,1.28,0,-0.11,
39157,44015,12889,29.28,30458,69.2,668,1.52,0,-0.4,
39159,33445,11141,33.31,21669,64.79,635,1.9,0,-0.31,
39161,14965,3067,20.49,11650,77.85,248,1.66,0,-0.57,
39163,6030,1331,22.07,4632,76.82,67,1.11,0,-0.55,
39165,136100,46069,33.85,87988,64.65,2043,1.5,0,-0.31,
39167,32031,9243,28.86,22307,69.64,481,1.5,0,-0.41,
39169,54283,16660,30.69,36759,67.72,864,1.59,0,-0.37,
39171,18651,4842,25.96,13452,72.12,357,1.91,0,-0.46,
39173,67597,30617,45.29,35757,52.9,1223,1.81,0,-0.08,
39175,11390,2733,23.99,8462,74.29,195,1.71,0,-0.5,
40001,7108,1387,19.51,5585,78.57,136,1.91,0,-0.59,
40003,2262,232,10.26,1978,87.44,52,2.3,0,-0.77,
40005,5389,765,14.2,4557,84.56,67,1.24,0,-0.7,
40007,2178,190,8.72,1968,90.36,20,0.92,0,-0.82,
40009,7948,1048,13.19,6767,85.14,133,1.67,0,-0.72,
40011,3901,688,17.64,3136,80.39,77,1.97,0,-0.63,
40013,15976,3323,20.8,12344,77.27,309,1.93,0,-0.56,
40015,9859,2670,27.08,7013,71.13,176,1.79,0,-0.44,
40017,61940,16742,27.03,43550,70.31,1648,2.66,0,-0.43,
40019,19479,4470,22.95,14699,75.46,310,1.59,0,-0.53,
40021,17714,6027,34.02,11223,63.36,464,2.62,0,-0.29,
40023,5832,1082,18.55,4698,80.56,52,0.89,0,-0.62,
40025,1054,70,6.64,970,92.03,14,1.33,0,-0.85,
40027,119778,49827,41.6,66677,55.67,3274,2.73,0,-0.14,
40029,2524,374,14.82,2091,82.84,59,2.34,0,-0.68,
40031,35631,13747,38.58,20905,58.67,979,2.75,0,-0.2,
40033,2572,393,15.28,2117,82.31,62,2.41,0,-0.67,
40035,6032,1217,20.18,4686,77.69,129,2.14,0,-0.58,
40037,30505,6577,21.56,23294,76.36,634,2.08,0,-0.55,
40039,10691,2369,22.16,8060,75.39,262,2.45,0,-0.53,
40041,17245,3472,20.13,13557,78.61,216,1.25,0,-0.58,
40043,2359,214,9.07,2124,90.04,21,0.89,0,-0.81,
40045,1873,162,8.65,1688,90.12,23,1.23,0,-0.81,
40047,22430,4919,21.93,16970,75.66,541,2.41,0,-0.54,
40049,10922,1865,17.08,8878,81.29,179,1.64,0,-0.64,
40051,23101,4144,17.94,18538,80.25,419,1.81,0,-0.62,
40053,2226,280,12.58,1916,86.07,30,1.35,0,-0.73,
40055,1973,328,16.62,1605,81.35,40,2.03,0,-0.65,
40057,933,177,18.97,747,80.06,9,0.96,0,-0.61,
40059,1487,136,9.15,1327,89.24,24,1.61,0,-0.8,
40061,5014,783,15.62,4165,83.07,66,1.32,0,-0.67,
40063,4857,919,18.92,3875,79.78,63,1.3,0,-0.61,
40065,8221,1646,20.02,6392,77.75,183,2.23,0,-0.58,
40067,2385,319,13.38,2026,84.95,40,1.68,0,-0.72,
40069,4251,738,17.36,3441,80.95,72,1.69,0,-0.64,
40071,17249,4040,23.42,12834,74.4,375,2.17,0,-0.51,
40073,6465,854,13.21,5521,85.4,90,1.39,0,-0.72,
40075,3427,699,20.4,2673,78,55,1.6,0,-0.58,
40077,4249,762,17.93,3437,80.89,50,1.18,0,-0.63,
40079,18805,3299,17.54,15213,80.9,293,1.56,0,-0.63,
40081,14888,2609,17.52,12013,80.69,266,1.79,0,-0.63,
40083,21574,5455,25.29,15608,72.35,511,2.37,0,-0.47,
40085,4076,711,17.44,3305,81.08,60,1.47,0,-0.64,
40087,19236,3582,18.62,15295,79.51,359,1.87,0,-0.61,
40089,11467,1858,16.2,9485,82.72,124,1.08,0,-0.67,
40091,8335,2031,24.37,6172,74.05,132,1.58,0,-0.5,
40093,3467,320,9.23,3084,88.95,63,1.82,0,-0.8,
40095,6064,1100,18.14,4891,80.66,73,1.2,0,-0.63,
40097,16626,3581,21.54,12749,76.68,296,1.78,0,-0.55,
40099,5894,1156,19.61,4612,78.25,126,2.14,0,-0.59,
40101,25081,8027,32,16526,65.89,528,2.11,0,-0.34,
40103,4938,1003,20.31,3821,77.38,114,2.31,0,-0.57,
40105,4391,712,16.21,3610,82.21,69,1.57,0,-0.66,
40107,4038,896,22.19,3058,75.73,84,2.08,0,-0.54,
40109,294740,141724,48.08,145050,49.21,7966,2.7,0,-0.01,
40111,14313,4357,30.44,9668,67.55,288,2.01,0,-0.37,
40113,20538,6002,29.22,14121,68.76,415,2.02,0,-0.4,
40115,11438,2686,23.48,8545,74.71,207,1.81,0,-0.51,
40117,6786,1363,20.09,5267,77.62,156,2.3,0,-0.58,
40119,29643,10904,36.78,17813,60.09,926,3.12,0,-0.23,
40121,17924,3768,21.02,13851,77.28,305,1.7,0,-0.56,
40123,15320,4117,26.87,10805,70.53,398,2.6,0,-0.44,
40125,28185,7275,25.81,20240,71.81,670,2.38,0,-0.46,
40127,4739,668,14.1,4016,84.74,55,1.16,0,-0.71,
40129,1834,168,9.16,1629,88.82,37,2.02,0,-0.8,
40131,44553,9589,21.52,34031,76.38,933,2.09,0,-0.55,
40133,8337,2150,25.79,6011,72.1,176,2.11,0,-0.46,
40135,15386,3035,19.73,12113,78.73,238,1.55,0,-0.59,
40137,19057,3154,16.55,15560,81.65,343,1.8,0,-0.65,
40139,5521,894,16.19,4505,81.6,122,2.21,0,-0.65,
40141,2708,597,22.05,2076,76.66,35,1.29,0,-0.55,
40143,266678,108996,40.87,150574,56.46,7108,2.67,0,-0.16,
40145,35338,8464,23.95,26165,74.04,709,2.01,0,-0.5,
40147,23501,5790,24.64,17076,72.66,635,2.7,0,-0.48,
40149,4777,598,12.52,4086,85.53,93,1.95,0,-0.73,
40151,3678,591,16.07,2993,81.38,94,2.56,0,-0.65,
40153,7785,1005,12.91,6611,84.92,169,2.17,0,-0.72,
41001,10048,2346,23.35,7352,73.17,350,3.48,0,-0.5,
41003,53235,35827,67.3,14878,27.95,2530,4.75,1,0.39,
41005,260538,139043,53.37,110509,42.42,10986,4.22,1,0.11,
41007,24140,12916,53.5,10218,42.33,1006,4.17,1,0.11,
41009,32489,13835,42.58,17150,52.79,1504,4.63,0,-0.1,
41011,37367,14243,38.12,21829,58.42,1295,3.47,0,-0.2,
41013,15558,3801,24.43,11287,72.55,470,3.02,0,-0.48,
41015,15032,6058,40.3,8484,56.44,490,3.26,0,-0.16,
41017,126550,65962,52.12,55646,43.97,4942,3.91,1,0.08,
41019,65038,19160,29.46,43298,66.57,2580,3.97,0,-0.37,
41021,1194,324,27.14,834,69.85,36,3.02,0,-0.43,
41023,4639,929,20.03,3545,76.42,165,3.56,0,-0.56,
41025,4518,894,19.79,3475,76.91,149,3.3,0,-0.57,
41027,13194,8764,66.42,3955,29.98,475,3.6,1,0.36,
41029,128137,59478,46.42,63869,49.84,4790,3.74,0,-0.03,
41031,11992,4393,36.63,7189,59.95,410,3.42,0,-0.23,
41033,52014,18451,35.47,31751,61.04,1812,3.48,0,-0.26,
41035,36973,10388,28.1,25308,68.45,1277,3.45,0,-0.4,
41037,4389,792,18.05,3470,79.06,127,2.89,0,-0.61,
41039,223890,134366,60.01,80336,35.88,9188,4.1,1,0.24,
41041,30968,17385,56.14,12460,40.24,1123,3.63,1,0.16,
41043,73216,26512,36.21,43486,59.39,3218,4.4,0,-0.23,
41045,11920,3260,27.35,8187,68.68,473,3.97,0,-0.41,
41047,167015,80872,48.42,79002,47.3,7141,4.28,1,0.01,
41049,5177,1371,26.48,3586,69.27,220,4.25,0,-0.43,
41051,463659,367249,79.21,82995,17.9,13415,2.89,1,0.61,
41053,48794,22917,46.97,23732,48.64,2145,4.4,0,-0.02,
41055,1216,260,21.38,921,75.74,35,2.88,0,-0.54,
41057,17042,8066,47.33,8354,49.02,622,3.65,0,-0.02,
41059,33313,10707,32.14,21270,63.85,1336,4.01,0,-0.32,
41061,15102,4254,28.17,10298,68.19,550,3.64,0,-0.4,
41063,5211,1625,31.18,3404,65.32,182,3.49,0,-0.34,
